ID;ID_USUARIO;ACEPTA_TERMINOS_CONDICIONES;ACEPTA_INFORMACION_COMERCIAL;ACEPTA_BARRIO;ID_BONO;ACEPTA_BOLETIN_INFORMATIVO;ACEPTA_CORREO_APUESTAS;ACEPTA_ENVIO_SMS;ACEPTA_NOTIFICACIONES;ACEPTA_AVISOS_BOLETA_APUESTA;LIMITE_APUESTAS_DIARIA;LIMITE_APUESTAS_SEMANAL;LIMITE_APUESTAS_MENSUAL;ESTADO
;330;1;1;1;3;1;1;1;1;1;100000.49;456743.29;5639395.29;disponible
;331;1;1;1;4;1;1;1;1;1;100000.50;456743.30;5639395.30;disponible
;332;1;1;1;5;1;1;1;1;1;100000.51;456743.31;5639395.31;disponible
;333;1;1;1;6;1;1;1;1;1;100000.52;456743.32;5639395.32;disponible
;334;1;1;1;1;1;1;1;1;1;100000.53;456743.33;5639395.33;disponible
;335;1;1;1;2;1;1;1;1;1;100000.54;456743.34;5639395.34;disponible
;336;1;1;1;3;1;1;1;1;1;100000.55;456743.35;5639395.35;disponible
;337;1;1;1;4;1;1;1;1;1;100000.56;456743.36;5639395.36;disponible
;338;1;1;1;5;1;1;1;1;1;100000.57;456743.37;5639395.37;disponible
;339;1;1;1;1;1;1;1;1;1;100000.58;456743.38;5639395.38;disponible
;340;1;1;1;2;1;1;1;1;1;100000.59;456743.39;5639395.39;disponible
;341;1;1;1;3;1;1;1;1;1;100000.60;456743.40;5639395.40;disponible
;342;1;1;1;4;1;1;1;1;1;100000.61;456743.41;5639395.41;disponible
;343;1;1;1;5;1;1;1;1;1;100000.62;456743.42;5639395.42;disponible
;344;1;1;1;6;1;1;1;1;1;100000.63;456743.43;5639395.43;disponible
;345;1;1;1;1;1;1;1;1;1;100000.64;456743.44;5639395.44;disponible
;346;1;1;1;2;1;1;1;1;1;100000.65;456743.45;5639395.45;disponible
;347;1;1;1;3;1;1;1;1;1;100000.66;456743.46;5639395.46;disponible
;348;1;1;1;4;1;1;1;1;1;100000.67;456743.47;5639395.47;disponible
;349;1;1;1;5;1;1;1;1;1;100000.68;456743.48;5639395.48;disponible
;350;1;1;1;1;1;1;1;1;1;100000.69;456743.49;5639395.49;disponible
;351;1;1;1;2;1;1;1;1;1;100000.70;456743.50;5639395.50;disponible
;352;1;1;1;3;1;1;1;1;1;100000.71;456743.51;5639395.51;disponible
;353;1;1;1;4;1;1;1;1;1;100000.72;456743.52;5639395.52;disponible
;354;1;1;1;5;1;1;1;1;1;100000.73;456743.53;5639395.53;disponible
;355;1;1;1;6;1;1;1;1;1;100000.74;456743.54;5639395.54;disponible
;356;1;1;1;1;1;1;1;1;1;100000.75;456743.55;5639395.55;disponible
;357;1;1;1;2;1;1;1;1;1;100000.76;456743.56;5639395.56;disponible
;358;1;1;1;3;1;1;1;1;1;100000.77;456743.57;5639395.57;disponible
;359;1;1;1;4;1;1;1;1;1;100000.78;456743.58;5639395.58;disponible
;360;1;1;1;5;1;1;1;1;1;100000.79;456743.59;5639395.59;disponible
;361;1;1;1;6;1;1;1;1;1;100000.80;456743.60;5639395.60;disponible
;362;1;1;1;1;1;1;1;1;1;100000.81;456743.61;5639395.61;disponible
;363;1;1;1;2;1;1;1;1;1;100000.82;456743.62;5639395.62;disponible
;364;1;1;1;3;1;1;1;1;1;100000.83;456743.63;5639395.63;disponible
;365;1;1;1;4;1;1;1;1;1;100000.84;456743.64;5639395.64;disponible
;366;1;1;1;5;1;1;1;1;1;100000.85;456743.65;5639395.65;disponible
;367;1;1;1;6;1;1;1;1;1;100000.86;456743.66;5639395.66;disponible
;368;1;1;1;1;1;1;1;1;1;100000.87;456743.67;5639395.67;disponible
;369;1;1;1;2;1;1;1;1;1;100000.88;456743.68;5639395.68;disponible
;370;1;1;1;3;1;1;1;1;1;100000.89;456743.69;5639395.69;disponible
;371;1;1;1;4;1;1;1;1;1;100000.90;456743.70;5639395.70;disponible
;372;1;1;1;5;1;1;1;1;1;100000.91;456743.71;5639395.71;disponible
;373;1;1;1;6;1;1;1;1;1;100000.92;456743.72;5639395.72;disponible
;374;1;1;1;1;1;1;1;1;1;100000.93;456743.73;5639395.73;disponible
;375;1;1;1;2;1;1;1;1;1;100000.94;456743.74;5639395.74;disponible
;376;1;1;1;3;1;1;1;1;1;100000.95;456743.75;5639395.75;disponible
;377;1;1;1;4;1;1;1;1;1;100000.96;456743.76;5639395.76;disponible
;378;1;1;1;5;1;1;1;1;1;100000.97;456743.77;5639395.77;disponible
;379;1;1;1;6;1;1;1;1;1;100000.98;456743.78;5639395.78;disponible
;380;1;1;1;1;1;1;1;1;1;100000.99;456743.79;5639395.79;disponible
;381;1;1;1;2;1;1;1;1;1;100000.01;456743.80;5639395.80;disponible
;382;1;1;1;3;1;1;1;1;1;100000.02;456743.81;5639395.81;disponible
;383;1;1;1;4;1;1;1;1;1;100000.03;456743.82;5639395.82;disponible
;384;1;1;1;5;1;1;1;1;1;100000.04;456743.83;5639395.83;disponible
;385;1;1;1;6;1;1;1;1;1;100000.05;456743.84;5639395.84;disponible
;386;1;1;1;1;1;1;1;1;1;100000.06;456743.85;5639395.85;disponible
;387;1;1;1;2;1;1;1;1;1;100000.07;456743.86;5639395.86;disponible
;388;1;1;1;3;1;1;1;1;1;100000.08;456743.87;5639395.87;disponible
;389;1;1;1;4;1;1;1;1;1;100000.09;456743.88;5639395.88;disponible
;390;1;1;1;5;1;1;1;1;1;100000.10;456743.89;5639395.89;disponible
;391;1;1;1;6;1;1;1;1;1;100000.11;456743.90;5639395.90;disponible
;392;1;1;1;1;1;1;1;1;1;100000.12;456743.91;5639395.91;disponible
;393;1;1;1;2;1;1;1;1;1;100000.13;456743.92;5639395.92;disponible
;394;1;1;1;3;1;1;1;1;1;100000.14;456743.93;5639395.93;disponible
;395;1;1;1;4;1;1;1;1;1;100000.15;456743.94;5639395.94;disponible
;396;1;1;1;5;1;1;1;1;1;100000.16;456743.95;5639395.95;disponible
;397;1;1;1;1;1;1;1;1;1;100000.17;456743.96;5639395.96;disponible
;398;1;1;1;2;1;1;1;1;1;100000.18;456743.97;5639395.97;disponible
;399;1;1;1;3;1;1;1;1;1;100000.19;456743.98;5639395.98;disponible
;400;1;1;1;4;1;1;1;1;1;100000.20;456743.99;5639395.99;disponible
;401;1;1;1;5;1;1;1;1;1;100000.21;123456.00;7645368.00;disponible
;402;1;1;1;6;1;1;1;1;1;100000.22;123456.01;7645368.01;disponible
;403;1;1;1;1;1;1;1;1;1;100000.23;123456.02;7645368.02;disponible
;404;1;1;1;2;1;1;1;1;1;100000.24;123456.03;7645368.03;disponible
;405;1;1;1;3;1;1;1;1;1;100000.25;123456.04;7645368.04;disponible
;406;1;1;1;4;1;1;1;1;1;100000.26;123456.05;7645368.05;disponible
;407;1;1;1;5;1;1;1;1;1;100000.27;123456.06;7645368.06;disponible
;408;1;1;1;6;1;1;1;1;1;100000.28;123456.07;7645368.07;disponible
;409;1;1;1;1;1;1;1;1;1;100000.29;123456.08;7645368.08;disponible
;410;1;1;1;2;1;1;1;1;1;100000.30;123456.09;7645368.09;disponible
;411;1;1;1;3;1;1;1;1;1;100000.31;123456.10;7645368.10;disponible
;412;1;1;1;4;1;1;1;1;1;100000.32;123456.11;7645368.11;disponible
;413;1;1;1;5;1;1;1;1;1;100000.33;123456.12;7645368.12;disponible
;414;1;1;1;6;1;1;1;1;1;100000.34;123456.13;7645368.13;disponible
;415;1;1;1;1;1;1;1;1;1;100000.35;123456.14;7645368.14;disponible
;416;1;1;1;2;1;1;1;1;1;100000.36;123456.15;7645368.15;disponible
;417;1;1;1;3;1;1;1;1;1;100000.37;123456.16;7645368.16;disponible
;418;1;1;1;4;1;1;1;1;1;100000.38;123456.17;7645368.17;disponible
;419;1;1;1;5;1;1;1;1;1;100000.39;123456.18;7645368.18;disponible
;420;1;1;1;6;1;1;1;1;1;100000.40;123456.19;7645368.19;disponible
;421;1;1;1;6;1;1;1;1;1;100000.41;123456.20;7645368.20;disponible
;422;1;1;1;1;1;1;1;1;1;100000.42;123456.21;7645368.21;disponible
;423;1;1;1;2;1;1;1;1;1;100000.43;123456.22;7645368.22;disponible
;424;1;1;1;3;1;1;1;1;1;100000.44;123456.23;7645368.23;disponible
;425;1;1;1;4;1;1;1;1;1;100000.45;123456.24;7645368.24;disponible
;426;1;1;1;5;1;1;1;1;1;100000.46;123456.25;7645368.25;disponible
;427;1;1;1;6;1;1;1;1;1;100000.47;123456.26;7645368.26;disponible
;428;1;1;1;1;1;1;1;1;1;100000.48;123456.27;7645368.27;disponible
;429;1;1;1;2;1;1;1;1;1;100000.49;123456.28;7645368.28;disponible
;430;1;1;1;3;1;1;1;1;1;100000.50;123456.29;7645368.29;disponible
;431;1;1;1;4;1;1;1;1;1;100000.51;123456.30;7645368.30;disponible
;432;1;1;1;5;1;1;1;1;1;100000.52;123456.31;7645368.31;disponible
;433;1;1;1;6;1;1;1;1;1;100000.53;123456.32;7645368.32;disponible
;434;1;1;1;1;1;1;1;1;1;100000.54;123456.33;7645368.33;disponible
;435;1;1;1;2;1;1;1;1;1;100000.55;123456.34;7645368.34;disponible
;436;1;1;1;3;1;1;1;1;1;100000.56;123456.35;7645368.35;disponible
;437;1;1;1;4;1;1;1;1;1;100000.57;123456.36;7645368.36;disponible
;438;1;1;1;5;1;1;1;1;1;100000.58;123456.37;7645368.37;disponible
;439;1;1;1;6;1;1;1;1;1;100000.59;123456.38;7645368.38;disponible
;440;1;1;1;1;1;1;1;1;1;100000.60;123456.39;7645368.39;disponible
;441;1;1;1;2;1;1;1;1;1;100000.61;123456.40;7645368.40;disponible
;442;1;1;1;3;1;1;1;1;1;100000.62;123456.41;7645368.41;disponible
;443;1;1;1;4;1;1;1;1;1;100000.63;123456.42;7645368.42;disponible
;444;1;1;1;5;1;1;1;1;1;100000.64;123456.43;7645368.43;disponible
;445;1;1;1;6;1;1;1;1;1;100000.65;123456.44;7645368.44;disponible
;446;1;1;1;1;1;1;1;1;1;100000.66;123456.45;7645368.45;disponible
;447;1;1;1;2;1;1;1;1;1;100000.67;123456.46;7645368.46;disponible
;448;1;1;1;3;1;1;1;1;1;100000.68;123456.47;7645368.47;disponible
;449;1;1;1;4;1;1;1;1;1;100000.69;123456.48;7645368.48;disponible
;450;1;1;1;5;1;1;1;1;1;100000.70;123456.49;7645368.49;disponible
;451;1;1;1;6;1;1;1;1;1;100000.71;123456.50;7645368.50;disponible
;452;1;1;1;1;1;1;1;1;1;100000.72;123456.51;7645368.51;disponible
;453;1;1;1;2;1;1;1;1;1;100000.73;123456.52;7645368.52;disponible
;454;1;1;1;3;1;1;1;1;1;100000.74;123456.53;7645368.53;disponible
;455;1;1;1;4;1;1;1;1;1;100000.75;123456.54;7645368.54;disponible
;456;1;1;1;5;1;1;1;1;1;100000.76;123456.55;7645368.55;disponible
;457;1;1;1;6;1;1;1;1;1;100000.77;123456.56;7645368.56;disponible
;458;1;1;1;1;1;1;1;1;1;100000.78;123456.57;7645368.57;disponible
;459;1;1;1;2;1;1;1;1;1;100000.79;123456.58;7645368.58;disponible
;460;1;1;1;3;1;1;1;1;1;100000.80;123456.59;7645368.59;disponible
;461;1;1;1;4;1;1;1;1;1;100000.81;123456.60;7645368.60;disponible
;462;1;1;1;5;1;1;1;1;1;100000.82;123456.61;7645368.61;disponible
;463;1;1;1;1;1;1;1;1;1;100000.83;123456.62;7645368.62;disponible
;464;1;1;1;2;1;1;1;1;1;100000.84;123456.63;7645368.63;disponible
;465;1;1;1;3;1;1;1;1;1;100000.85;123456.64;7645368.64;disponible
;466;1;1;1;4;1;1;1;1;1;100000.86;123456.65;7645368.65;disponible
;467;1;1;1;5;1;1;1;1;1;100000.87;123456.66;7645368.66;disponible
;468;1;1;1;6;1;1;1;1;1;100000.88;123456.67;7645368.67;disponible
;469;1;1;1;1;1;1;1;1;1;100000.89;123456.68;7645368.68;disponible
;470;1;1;1;2;1;1;1;1;1;100000.90;123456.69;7645368.69;disponible
;471;1;1;1;3;1;1;1;1;1;100000.91;123456.70;7645368.70;disponible
;472;1;1;1;4;1;1;1;1;1;100000.92;123456.71;7645368.71;disponible
;473;1;1;1;5;1;1;1;1;1;100000.93;123456.72;7645368.72;disponible
;474;1;1;1;6;1;1;1;1;1;100000.94;123456.73;7645368.73;disponible
;475;1;1;1;1;1;1;1;1;1;100000.95;123456.74;7645368.74;disponible
;476;1;1;1;2;1;1;1;1;1;100000.96;123456.75;7645368.75;disponible
;477;1;1;1;3;1;1;1;1;1;100000.97;123456.76;7645368.76;disponible
;478;1;1;1;4;1;1;1;1;1;100000.98;123456.77;7645368.77;disponible
;479;1;1;1;5;1;1;1;1;1;100000.99;123456.78;7645368.78;disponible
;480;1;1;1;6;1;1;1;1;1;100000.01;123456.79;7645368.79;disponible
;481;1;1;1;1;1;1;1;1;1;100000.02;123456.80;7645368.80;disponible
;482;1;1;1;2;1;1;1;1;1;100000.03;123456.81;7645368.81;disponible
;483;1;1;1;3;1;1;1;1;1;100000.04;123456.82;7645368.82;disponible
;484;1;1;1;4;1;1;1;1;1;100000.05;123456.83;7645368.83;disponible
;485;1;1;1;5;1;1;1;1;1;100000.06;123456.84;7645368.84;disponible
;486;1;1;1;6;1;1;1;1;1;100000.07;123456.85;7645368.85;disponible
;487;1;1;1;1;1;1;1;1;1;100000.08;123456.86;7645368.86;disponible
;488;1;1;1;2;1;1;1;1;1;100000.09;123456.87;7645368.87;disponible
;489;1;1;1;3;1;1;1;1;1;100000.10;123456.88;7645368.88;disponible
;490;1;1;1;4;1;1;1;1;1;100000.11;123456.89;7645368.89;disponible
;491;1;1;1;5;1;1;1;1;1;100000.12;123456.90;7645368.90;disponible
;492;1;1;1;6;1;1;1;1;1;100000.13;123456.91;7645368.91;disponible
;493;1;1;1;1;1;1;1;1;1;100000.14;123456.92;7645368.92;disponible
;494;1;1;1;2;1;1;1;1;1;100000.15;123456.93;7645368.93;disponible
;495;1;1;1;3;1;1;1;1;1;100000.16;123456.94;7645368.94;disponible
;496;1;1;1;4;1;1;1;1;1;100000.17;123456.95;7645368.95;disponible
;497;1;1;1;5;1;1;1;1;1;100000.18;123456.96;7645368.96;disponible
;498;1;1;1;6;1;1;1;1;1;100000.19;123456.97;7645368.97;disponible
;499;1;1;1;1;1;1;1;1;1;100000.20;123456.98;7645368.98;disponible
;500;1;1;1;2;1;1;1;1;1;100000.21;123456.99;7645368.99;disponible
;501;1;1;1;3;1;1;1;1;1;100000.22;987656.00;6467688.00;disponible
;502;1;1;1;4;1;1;1;1;1;100000.23;987656.01;6467688.01;disponible
;503;1;1;1;5;1;1;1;1;1;100000.24;987656.02;6467688.02;disponible
;504;1;1;1;6;1;1;1;1;1;100000.25;987656.03;6467688.03;disponible
;505;1;1;1;1;1;1;1;1;1;100000.26;987656.04;6467688.04;disponible
;506;1;1;1;2;1;1;1;1;1;100000.27;987656.05;6467688.05;disponible
;507;1;1;1;3;1;1;1;1;1;100000.28;987656.06;6467688.06;disponible
;508;1;1;1;4;1;1;1;1;1;100000.29;987656.07;6467688.07;disponible
;509;1;1;1;5;1;1;1;1;1;100000.30;987656.08;6467688.08;disponible
;510;1;1;1;1;1;1;1;1;1;100000.31;987656.09;6467688.09;disponible
;511;1;1;1;2;1;1;1;1;1;100000.32;987656.10;6467688.10;disponible
;512;1;1;1;3;1;1;1;1;1;100000.33;987656.11;6467688.11;disponible
;513;1;1;1;4;1;1;1;1;1;100000.34;987656.12;6467688.12;disponible
;514;1;1;1;5;1;1;1;1;1;100000.35;987656.13;6467688.13;disponible
;515;1;1;1;6;1;1;1;1;1;100000.36;987656.14;6467688.14;disponible
;516;1;1;1;1;1;1;1;1;1;100000.37;987656.15;6467688.15;disponible
;517;1;1;1;2;1;1;1;1;1;100000.38;987656.16;6467688.16;disponible
;518;1;1;1;3;1;1;1;1;1;100000.39;987656.17;6467688.17;disponible
;519;1;1;1;4;1;1;1;1;1;100000.40;987656.18;6467688.18;disponible
;520;1;1;1;5;1;1;1;1;1;100000.41;987656.19;6467688.19;disponible
;521;1;1;1;6;1;1;1;1;1;100000.42;987656.20;6467688.20;disponible
;522;1;1;1;1;1;1;1;1;1;100000.43;987656.21;6467688.21;disponible
;523;1;1;1;2;1;1;1;1;1;100000.44;987656.22;6467688.22;disponible
;524;1;1;1;3;1;1;1;1;1;100000.45;987656.23;6467688.23;disponible
;525;1;1;1;4;1;1;1;1;1;100000.46;987656.24;6467688.24;disponible
;526;1;1;1;5;1;1;1;1;1;100000.47;987656.25;6467688.25;disponible
;527;1;1;1;6;1;1;1;1;1;100000.48;987656.26;6467688.26;disponible
;528;1;1;1;1;1;1;1;1;1;100000.49;987656.27;6467688.27;disponible
;529;1;1;1;2;1;1;1;1;1;100000.50;987656.28;6467688.28;disponible
;530;1;1;1;3;1;1;1;1;1;100000.51;987656.29;6467688.29;disponible
;531;1;1;1;4;1;1;1;1;1;100000.52;987656.30;6467688.30;disponible
;532;1;1;1;5;1;1;1;1;1;100000.53;987656.31;6467688.31;disponible
;533;1;1;1;6;1;1;1;1;1;100000.54;987656.32;6467688.32;disponible
;534;1;1;1;6;1;1;1;1;1;100000.55;987656.33;6467688.33;disponible
;535;1;1;1;1;1;1;1;1;1;100000.56;987656.34;6467688.34;disponible
;536;1;1;1;2;1;1;1;1;1;100000.57;987656.35;6467688.35;disponible
;537;1;1;1;3;1;1;1;1;1;100000.58;987656.36;6467688.36;disponible
;538;1;1;1;4;1;1;1;1;1;100000.60;987656.37;6467688.37;disponible
;539;1;1;1;5;1;1;1;1;1;100000.59;987656.38;6467688.38;disponible
;540;1;1;1;6;1;1;1;1;1;100000.58;987656.39;6467688.39;disponible
;541;1;1;1;1;1;1;1;1;1;100000.57;987656.40;6467688.40;disponible
;542;1;1;1;2;1;1;1;1;1;100000.56;987656.41;6467688.41;disponible
;543;1;1;1;3;1;1;1;1;1;100000.55;987656.42;6467688.42;disponible
;544;1;1;1;4;1;1;1;1;1;100000.54;987656.43;6467688.43;disponible
;545;1;1;1;5;1;1;1;1;1;100000.53;987656.44;6467688.44;disponible
;546;1;1;1;6;1;1;1;1;1;100000.52;987656.45;6467688.45;disponible
;547;1;1;1;1;1;1;1;1;1;100000.51;987656.46;6467688.46;disponible
;548;1;1;1;2;1;1;1;1;1;100000.50;987656.47;6467688.47;disponible
;549;1;1;1;3;1;1;1;1;1;100000.49;987656.48;6467688.48;disponible
;550;1;1;1;4;1;1;1;1;1;100000.48;987656.49;6467688.49;disponible
;551;1;1;1;5;1;1;1;1;1;100000.47;987656.50;6467688.50;disponible
;552;1;1;1;6;1;1;1;1;1;100000.46;987656.51;6467688.51;disponible
;553;1;1;1;1;1;1;1;1;1;100000.45;987656.52;6467688.52;disponible
;554;1;1;1;2;1;1;1;1;1;100000.44;987656.53;6467688.53;disponible
;555;1;1;1;3;1;1;1;1;1;100000.43;987656.54;6467688.54;disponible
;556;1;1;1;4;1;1;1;1;1;100000.42;987656.55;6467688.55;disponible
;557;1;1;1;5;1;1;1;1;1;100000.41;987656.56;6467688.56;disponible
;558;1;1;1;6;1;1;1;1;1;100000.40;987656.57;6467688.57;disponible
;559;1;1;1;1;1;1;1;1;1;100000.39;987656.58;6467688.58;disponible
;560;1;1;1;2;1;1;1;1;1;100000.38;987656.59;6467688.59;disponible
;561;1;1;1;3;1;1;1;1;1;100000.37;987656.60;6467688.60;disponible
;562;1;1;1;4;1;1;1;1;1;100000.36;987656.61;6467688.61;disponible
;563;1;1;1;5;1;1;1;1;1;100000.35;987656.62;6467688.62;disponible
;564;1;1;1;1;1;1;1;1;1;100000.34;987656.63;6467688.63;disponible
;565;1;1;1;2;1;1;1;1;1;100000.33;987656.64;6467688.64;disponible
;566;1;1;1;3;1;1;1;1;1;100000.32;987656.65;6467688.65;disponible
;567;1;1;1;4;1;1;1;1;1;100000.31;987656.66;6467688.66;disponible
;568;1;1;1;5;1;1;1;1;1;100000.30;987656.67;6467688.67;disponible
;569;1;1;1;6;1;1;1;1;1;100000.29;987656.68;6467688.68;disponible
;570;1;1;1;1;1;1;1;1;1;100000.28;987656.69;6467688.69;disponible
;571;1;1;1;2;1;1;1;1;1;100000.27;987656.70;6467688.70;disponible
;572;1;1;1;3;1;1;1;1;1;100000.26;987656.71;6467688.71;disponible
;573;1;1;1;4;1;1;1;1;1;100000.25;987656.72;6467688.72;disponible
;574;1;1;1;5;1;1;1;1;1;100000.24;987656.73;6467688.73;disponible
;575;1;1;1;1;1;1;1;1;1;100000.23;987656.74;6467688.74;disponible
;576;1;1;1;2;1;1;1;1;1;100000.22;987656.75;6467688.75;disponible
;577;1;1;1;3;1;1;1;1;1;100000.21;987656.76;6467688.76;disponible
;578;1;1;1;4;1;1;1;1;1;100000.20;987656.77;6467688.77;disponible
;579;1;1;1;5;1;1;1;1;1;100000.19;987656.78;6467688.78;disponible
;580;1;1;1;6;1;1;1;1;1;100000.18;987656.79;6467688.79;disponible
;581;1;1;1;1;1;1;1;1;1;100000.17;987656.80;6467688.80;disponible
;582;1;1;1;2;1;1;1;1;1;100000.16;987656.81;6467688.81;disponible
;583;1;1;1;3;1;1;1;1;1;100000.15;987656.82;6467688.82;disponible
;584;1;1;1;4;1;1;1;1;1;100000.14;987656.83;6467688.83;disponible
;585;1;1;1;5;1;1;1;1;1;100000.13;987656.84;6467688.84;disponible
;586;1;1;1;6;1;1;1;1;1;100000.12;987656.85;6467688.85;disponible
;587;1;1;1;1;1;1;1;1;1;100000.11;987656.86;6467688.86;disponible
;588;1;1;1;2;1;1;1;1;1;100000.10;987656.87;6467688.87;disponible
;589;1;1;1;3;1;1;1;1;1;100000.09;987656.88;6467688.88;disponible
;590;1;1;1;4;1;1;1;1;1;100000.08;987656.89;6467688.89;disponible
;591;1;1;1;5;1;1;1;1;1;100000.07;987656.90;6467688.90;disponible
;592;1;1;1;6;1;1;1;1;1;100000.06;987656.91;6467688.91;disponible
;593;1;1;1;1;1;1;1;1;1;100000.05;987656.92;6467688.92;disponible
;594;1;1;1;2;1;1;1;1;1;100000.04;987656.93;6467688.93;disponible
;595;1;1;1;3;1;1;1;1;1;100000.03;987656.94;6467688.94;disponible
;596;1;1;1;4;1;1;1;1;1;100000.02;987656.95;6467688.95;disponible
;597;1;1;1;5;1;1;1;1;1;100000.01;987656.96;6467688.96;disponible
;598;1;1;1;6;1;1;1;1;1;100000.00;987656.97;6467688.97;disponible
;599;1;1;1;1;1;1;1;1;1;100000.01;987656.98;6467688.98;disponible
;600;1;1;1;2;1;1;1;1;1;100000.99;987656.99;6467688.99;disponible
;601;1;1;1;3;1;1;1;1;1;100000.98;435637.00;4567839.00;disponible
;602;1;1;1;4;1;1;1;1;1;100000.97;435637.01;4567839.01;disponible
;603;1;1;1;5;1;1;1;1;1;100000.96;435637.02;4567839.02;disponible
;604;1;1;1;6;1;1;1;1;1;100000.95;435637.03;4567839.03;disponible
;605;1;1;1;1;1;1;1;1;1;100000.94;435637.04;4567839.04;disponible
;606;1;1;1;2;1;1;1;1;1;100000.93;435637.05;4567839.05;disponible
;607;1;1;1;3;1;1;1;1;1;100000.92;435637.06;4567839.06;disponible
;608;1;1;1;4;1;1;1;1;1;100000.91;435637.07;4567839.07;disponible
;609;1;1;1;5;1;1;1;1;1;100000.90;435637.08;4567839.08;disponible
;610;1;1;1;6;1;1;1;1;1;100000.89;435637.09;4567839.09;disponible
;611;1;1;1;1;1;1;1;1;1;100000.88;435637.10;4567839.10;disponible
;612;1;1;1;2;1;1;1;1;1;100000.87;435637.11;4567839.11;disponible
;613;1;1;1;3;1;1;1;1;1;100000.86;435637.12;4567839.12;disponible
;614;1;1;1;4;1;1;1;1;1;100000.85;435637.13;4567839.13;disponible
;615;1;1;1;5;1;1;1;1;1;100000.84;435637.14;4567839.14;disponible
;616;1;1;1;6;1;1;1;1;1;100000.83;435637.15;4567839.15;disponible
;617;1;1;1;1;1;1;1;1;1;100000.82;435637.16;4567839.16;disponible
;618;1;1;1;2;1;1;1;1;1;100000.81;435637.17;4567839.17;disponible
;619;1;1;1;3;1;1;1;1;1;100000.80;435637.18;4567839.18;disponible
;620;1;1;1;4;1;1;1;1;1;100000.79;435637.19;4567839.19;disponible
;621;1;1;1;5;1;1;1;1;1;100000.78;435637.20;4567839.20;disponible
;622;1;1;1;1;1;1;1;1;1;100000.77;435637.21;4567839.21;disponible
;623;1;1;1;2;1;1;1;1;1;100000.76;435637.22;4567839.22;disponible
;624;1;1;1;3;1;1;1;1;1;100000.75;435637.23;4567839.23;disponible
;625;1;1;1;4;1;1;1;1;1;100000.74;435637.24;4567839.24;disponible
;626;1;1;1;5;1;1;1;1;1;100000.73;435637.25;4567839.25;disponible
;627;1;1;1;6;1;1;1;1;1;100000.72;435637.26;4567839.26;disponible
;628;1;1;1;1;1;1;1;1;1;100000.71;435637.27;4567839.27;disponible
;629;1;1;1;2;1;1;1;1;1;100000.70;435637.28;4567839.28;disponible
;630;1;1;1;3;1;1;1;1;1;100000.69;435637.29;4567839.29;disponible
;631;1;1;1;4;1;1;1;1;1;100000.68;435637.30;4567839.30;disponible
;632;1;1;1;5;1;1;1;1;1;100000.67;435637.31;4567839.31;disponible
;633;1;1;1;6;1;1;1;1;1;100000.66;435637.32;4567839.32;disponible
;634;1;1;1;1;1;1;1;1;1;100000.65;435637.33;4567839.33;disponible
;635;1;1;1;2;1;1;1;1;1;100000.64;435637.34;4567839.34;disponible
;636;1;1;1;3;1;1;1;1;1;100000.63;435637.35;4567839.35;disponible
;637;1;1;1;4;1;1;1;1;1;100000.62;435637.36;4567839.36;disponible
;638;1;1;1;5;1;1;1;1;1;100000.61;435637.37;4567839.37;disponible
;639;1;1;1;6;1;1;1;1;1;100000.60;435637.38;4567839.38;disponible
;640;1;1;1;1;1;1;1;1;1;100000.59;435637.39;4567839.39;disponible
;641;1;1;1;2;1;1;1;1;1;100000.58;435637.40;4567839.40;disponible
;642;1;1;1;3;1;1;1;1;1;100000.57;435637.41;4567839.41;disponible
;643;1;1;1;4;1;1;1;1;1;100000.56;435637.42;4567839.42;disponible
;644;1;1;1;5;1;1;1;1;1;100000.55;435637.43;4567839.43;disponible
;645;1;1;1;6;1;1;1;1;1;100000.54;435637.44;4567839.44;disponible
;646;1;1;1;6;1;1;1;1;1;100000.53;435637.45;4567839.45;disponible
;647;1;1;1;1;1;1;1;1;1;100000.52;435637.46;4567839.46;disponible
;648;1;1;1;2;1;1;1;1;1;100000.51;435637.47;4567839.47;disponible
;649;1;1;1;3;1;1;1;1;1;100000.50;435637.48;4567839.48;disponible
;650;1;1;1;4;1;1;1;1;1;100000.49;435637.49;4567839.49;disponible
;651;1;1;1;5;1;1;1;1;1;100000.48;435637.50;4567839.50;disponible
;652;1;1;1;6;1;1;1;1;1;100000.47;435637.51;4567839.51;disponible
;653;1;1;1;1;1;1;1;1;1;100000.46;435637.52;4567839.52;disponible
;654;1;1;1;2;1;1;1;1;1;100000.45;435637.53;4567839.53;disponible
;655;1;1;1;3;1;1;1;1;1;100000.44;435637.54;4567839.54;disponible
;656;1;1;1;4;1;1;1;1;1;100000.43;435637.55;4567839.55;disponible
;657;1;1;1;5;1;1;1;1;1;100000.42;435637.56;4567839.56;disponible
;658;1;1;1;6;1;1;1;1;1;100000.41;435637.57;4567839.57;disponible
;659;1;1;1;1;1;1;1;1;1;100000.40;435637.58;4567839.58;disponible
;660;1;1;1;2;1;1;1;1;1;100000.39;435637.59;4567839.59;disponible
;661;1;1;1;3;1;1;1;1;1;100000.38;435637.60;4567839.60;disponible
;662;1;1;1;4;1;1;1;1;1;100000.37;435637.61;4567839.61;disponible
;663;1;1;1;5;1;1;1;1;1;100000.36;435637.62;4567839.62;disponible
;664;1;1;1;6;1;1;1;1;1;100000.35;435637.63;4567839.63;disponible
