IdLimite,LIMITE_DIARIO_ANTERIOR,LIMITE_DIARIO_ACTUAL,FECHA_ACTUALIZACION_DIA,LIMITE_SEMANA_ANTERIOR,LIMITE_SEMANA_ACTUAL,FECHA_ACTUALIZACION_SEMANA,LIMITE_MENSUAL_ANTERIOR,LIMITE_MENSUAL_ACTUAL,FECHA_ACTUALIZACION_MENSUAL,LIMITE_PERDIDA_DIARIO_ANTERIOR,LIMITE_PERDIDA_DIARIO_ACTUAL,FECHA_ACTUAL_DIARIO_PERDIDA,LIMITE_PERDIDA_SEMANA_ANTERIOR,LIMITE_PERDIDA_SEMANA_ACTUAL,FECHA_ACTUAL_SEMANA_PERDIDA,LIMITE_PERDIDA_MES_ANTERIOR ,LIMITE_PERDIDA_MES_ACTUAL,FECHA_ACTUAL_MES_PERDIDA ,TIEMPO_ACTIVIDAD_SESSION,IdUsuario,ESTADO
96,347148.14,299588.97,1/24/2019 0:00,234105.02,364089.37,2/19/2019 0:00,882588.26,838593.44,6/23/2019 0:00,149794.49,89876.69,6/23/2019 0:00,117052.51,46821.00,6/23/2019 0:00,529552.96,88258.83,6/23/2019 0:00,1,96,Disponible
97,804072.57,733728.59,5/19/2019 0:00,570090.65,31670.71,2/18/2019 0:00,374154.82,199963.99,10/10/2019 0:00,366864.30,220118.58,10/10/2019 0:00,285045.33,114018.13,10/10/2019 0:00,224492.89,37415.48,10/10/2019 0:00,1,97,Disponible
98,611251.90,722622.17,6/7/2019 0:00,604027.35,122128.96,11/8/2018 0:00,754257.06,916607.88,1/4/2019 0:00,361311.09,216786.65,1/4/2019 0:00,302013.68,120805.47,1/4/2019 0:00,452554.24,75425.71,1/4/2019 0:00,12,98,Disponible
99,838796.74,273306.00,8/14/2019 0:00,566802.28,358810.10,4/2/2019 0:00,615827.27,961859.01,12/30/2018 0:00,136653.00,81991.80,12/30/2018 0:00,283401.14,113360.46,12/30/2018 0:00,369496.36,61582.73,12/30/2018 0:00,12,99,Disponible
100,79791.16,133092.35,5/7/2019 0:00,778052.81,76600.53,3/17/2019 0:00,624013.30,438763.04,1/26/2019 0:00,66546.18,39927.71,1/26/2019 0:00,389026.41,155610.56,1/26/2019 0:00,374407.98,62401.33,1/26/2019 0:00,12,100,Disponible
101,26597.42,776558.88,3/22/2019 0:00,643764.81,118982.57,9/1/2019 0:00,868175.43,68745.04,9/27/2019 0:00,388279.44,232967.66,9/27/2019 0:00,321882.41,128752.96,9/27/2019 0:00,520905.26,86817.54,9/27/2019 0:00,5,101,Disponible
102,383461.74,52434.27,7/8/2019 0:00,941009.59,389252.67,12/2/2018 0:00,990566.20,780495.07,11/21/2018 0:00,26217.14,15730.28,11/21/2018 0:00,470504.80,188201.92,11/21/2018 0:00,594339.72,99056.62,11/21/2018 0:00,5,102,Disponible
103,730994.66,218652.60,10/22/2018 0:00,802250.17,110985.01,3/15/2019 0:00,651088.20,984600.99,6/29/2019 0:00,109326.30,65595.78,6/29/2019 0:00,401125.09,160450.03,6/29/2019 0:00,390652.92,65108.82,6/29/2019 0:00,7,103,Disponible
104,336984.60,78469.04,10/25/2018 0:00,81502.36,284658.02,3/12/2019 0:00,425421.79,598054.78,9/3/2019 0:00,39234.52,23540.71,9/3/2019 0:00,40751.18,16300.47,9/3/2019 0:00,255253.07,42542.18,9/3/2019 0:00,8,104,Disponible
105,948780.09,944824.35,11/19/2018 0:00,512853.65,196707.60,8/2/2019 0:00,760193.19,151596.70,9/29/2019 0:00,472412.18,283447.31,9/29/2019 0:00,256426.83,102570.73,9/29/2019 0:00,456115.91,76019.32,9/29/2019 0:00,9,105,Disponible
106,649700.25,125765.06,6/6/2019 0:00,216234.08,839029.33,10/9/2019 0:00,769092.24,114829.29,4/29/2019 0:00,62882.53,37729.52,4/29/2019 0:00,108117.04,43246.82,4/29/2019 0:00,461455.34,76909.22,4/29/2019 0:00,8,106,Disponible
107,581374.41,840219.61,5/10/2019 0:00,557590.47,176797.22,10/26/2018 0:00,608453.17,301848.67,7/27/2019 0:00,420109.81,252065.88,7/27/2019 0:00,278795.24,111518.09,7/27/2019 0:00,365071.90,60845.32,7/27/2019 0:00,1,107,Disponible
108,390171.62,122136.25,7/11/2019 0:00,25342.30,80857.47,9/5/2019 0:00,84740.89,902787.65,1/16/2019 0:00,61068.13,36640.88,1/16/2019 0:00,12671.15,5068.46,1/16/2019 0:00,50844.53,8474.09,1/16/2019 0:00,5,108,Disponible
109,82943.45,360829.58,10/23/2018 0:00,620003.39,496820.22,1/15/2019 0:00,951719.57,339825.09,4/27/2019 0:00,180414.79,108248.87,4/27/2019 0:00,310001.70,124000.68,4/27/2019 0:00,571031.74,95171.96,4/27/2019 0:00,6,109,Disponible
110,811934.66,172932.93,12/18/2018 0:00,184729.25,302270.95,2/4/2019 0:00,480771.68,472023.47,4/15/2019 0:00,86466.47,51879.88,4/15/2019 0:00,92364.63,36945.85,4/15/2019 0:00,288463.01,48077.17,4/15/2019 0:00,8,110,Disponible
111,507505.77,404313.10,6/29/2019 0:00,773016.02,565553.99,5/15/2019 0:00,214902.20,850886.42,5/30/2019 0:00,202156.55,121293.93,5/30/2019 0:00,386508.01,154603.20,5/30/2019 0:00,128941.32,21490.22,5/30/2019 0:00,11,111,Disponible
112,307848.11,80169.86,7/15/2019 0:00,57108.55,625784.87,2/7/2019 0:00,674786.87,706693.63,11/1/2018 0:00,40084.93,24050.96,11/1/2018 0:00,28554.28,11421.71,11/1/2018 0:00,404872.12,67478.69,11/1/2018 0:00,4,112,Disponible
113,960879.18,688519.85,6/2/2019 0:00,481484.98,136687.19,8/4/2019 0:00,785800.70,743843.23,3/29/2019 0:00,344259.93,206555.96,3/29/2019 0:00,240742.49,96297.00,3/29/2019 0:00,471480.42,78580.07,3/29/2019 0:00,2,113,Disponible
114,744896.61,534750.20,9/18/2019 0:00,386175.23,175046.59,5/14/2019 0:00,168138.84,269949.46,8/3/2019 0:00,267375.10,160425.06,8/3/2019 0:00,193087.62,77235.05,8/3/2019 0:00,100883.30,16813.88,8/3/2019 0:00,5,114,Disponible
115,537975.49,462823.20,8/2/2019 0:00,100644.41,458028.41,11/5/2018 0:00,750427.10,295476.97,9/30/2019 0:00,231411.60,138846.96,9/30/2019 0:00,50322.21,20128.88,9/30/2019 0:00,450256.26,75042.71,9/30/2019 0:00,1,115,Disponible
116,955241.67,170392.69,6/24/2019 0:00,589486.46,499176.98,7/22/2019 0:00,951420.80,445369.77,2/11/2019 0:00,85196.35,51117.81,2/11/2019 0:00,294743.23,117897.29,2/11/2019 0:00,570852.48,95142.08,2/11/2019 0:00,2,116,Disponible
117,838093.69,434287.77,9/18/2019 0:00,619715.13,216782.39,9/27/2019 0:00,415559.36,530267.08,5/25/2019 0:00,217143.89,130286.33,5/25/2019 0:00,309857.57,123943.03,5/25/2019 0:00,249335.62,41555.94,5/25/2019 0:00,5,117,Disponible
118,780270.59,874569.67,1/23/2019 0:00,770579.98,64583.59,12/16/2018 0:00,50008.16,320116.33,4/21/2019 0:00,437284.84,262370.90,4/21/2019 0:00,385289.99,154116.00,4/21/2019 0:00,30004.90,5000.82,4/21/2019 0:00,4,118,Disponible
119,315214.36,251325.23,8/25/2019 0:00,419435.84,478818.86,8/3/2019 0:00,210648.28,477863.32,6/1/2019 0:00,125662.62,75397.57,6/1/2019 0:00,209717.92,83887.17,6/1/2019 0:00,126388.97,21064.83,6/1/2019 0:00,12,119,Disponible
120,34441.44,880357.00,3/29/2019 0:00,37488.41,482508.13,1/10/2019 0:00,40123.91,841718.29,2/10/2019 0:00,440178.50,264107.10,2/10/2019 0:00,18744.21,7497.68,2/10/2019 0:00,24074.35,4012.39,2/10/2019 0:00,10,120,Disponible
121,196057.20,556844.80,8/11/2019 0:00,539982.36,35084.49,8/2/2019 0:00,388601.92,162971.97,2/6/2019 0:00,278422.40,167053.44,2/6/2019 0:00,269991.18,107996.47,2/6/2019 0:00,233161.15,38860.19,2/6/2019 0:00,12,121,Disponible
122,713456.58,785175.32,8/3/2019 0:00,609775.76,431970.69,10/25/2018 0:00,877312.94,461285.79,2/27/2019 0:00,392587.66,235552.60,2/27/2019 0:00,304887.88,121955.15,2/27/2019 0:00,526387.76,87731.29,2/27/2019 0:00,1,122,Disponible
123,916692.49,278929.82,10/13/2019 0:00,141531.21,925257.70,5/1/2019 0:00,344040.65,438039.56,10/19/2018 0:00,139464.91,83678.95,10/19/2018 0:00,70765.61,28306.24,10/19/2018 0:00,206424.39,34404.07,10/19/2018 0:00,6,123,Disponible
124,89930.68,675661.51,4/15/2019 0:00,515565.57,127873.39,2/7/2019 0:00,909764.99,480097.97,10/9/2019 0:00,337830.76,202698.45,10/9/2019 0:00,257782.79,103113.11,10/9/2019 0:00,545858.99,90976.50,10/9/2019 0:00,2,124,Disponible
125,413588.54,110399.04,7/3/2019 0:00,432189.19,365798.62,12/12/2018 0:00,200608.44,577907.80,4/6/2019 0:00,55199.52,33119.71,4/6/2019 0:00,216094.60,86437.84,4/6/2019 0:00,120365.06,20060.84,4/6/2019 0:00,7,125,Disponible
126,130353.88,186794.71,2/11/2019 0:00,350944.44,475833.01,10/8/2019 0:00,422213.16,741762.22,3/5/2019 0:00,93397.36,56038.41,3/5/2019 0:00,175472.22,70188.89,3/5/2019 0:00,253327.90,42221.32,3/5/2019 0:00,2,126,Disponible
127,286964.39,272034.22,9/18/2019 0:00,430933.90,315434.63,8/7/2019 0:00,813597.64,190925.27,7/5/2019 0:00,136017.11,81610.27,7/5/2019 0:00,215466.95,86186.78,7/5/2019 0:00,488158.58,81359.76,7/5/2019 0:00,8,127,Disponible
128,762015.02,844606.57,4/8/2019 0:00,707675.58,960014.42,9/9/2019 0:00,429237.15,929928.45,12/23/2018 0:00,422303.29,253381.97,12/23/2018 0:00,353837.79,141535.12,12/23/2018 0:00,257542.29,42923.72,12/23/2018 0:00,2,128,Disponible
129,576873.87,952297.38,3/29/2019 0:00,735228.70,206707.79,2/23/2019 0:00,261772.33,244256.46,4/14/2019 0:00,476148.69,285689.21,4/14/2019 0:00,367614.35,147045.74,4/14/2019 0:00,157063.40,26177.23,4/14/2019 0:00,3,129,Disponible
130,449730.24,668290.51,11/18/2018 0:00,797475.73,267155.18,2/16/2019 0:00,294934.92,378545.44,2/2/2019 0:00,334145.26,200487.15,2/2/2019 0:00,398737.87,159495.15,2/2/2019 0:00,176960.95,29493.49,2/2/2019 0:00,11,130,Disponible
131,112523.34,366604.47,3/3/2019 0:00,924378.02,217921.75,5/29/2019 0:00,23015.16,966725.52,9/30/2019 0:00,183302.24,109981.34,9/30/2019 0:00,462189.01,184875.60,9/30/2019 0:00,13809.10,2301.52,9/30/2019 0:00,4,131,Disponible
132,378593.94,338392.33,3/6/2019 0:00,701169.72,411118.47,9/7/2019 0:00,387958.47,41760.66,6/14/2019 0:00,169196.17,101517.70,6/14/2019 0:00,350584.86,140233.94,6/14/2019 0:00,232775.08,38795.85,6/14/2019 0:00,3,132,Disponible
133,863814.41,662714.76,8/10/2019 0:00,539750.08,626402.30,6/12/2019 0:00,240301.40,188478.18,1/28/2019 0:00,331357.38,198814.43,1/28/2019 0:00,269875.04,107950.02,1/28/2019 0:00,144180.84,24030.14,1/28/2019 0:00,12,133,Disponible
134,178226.12,104821.40,2/10/2019 0:00,682887.07,656321.35,11/6/2018 0:00,568899.45,538156.41,4/17/2019 0:00,52410.70,31446.42,4/17/2019 0:00,341443.54,136577.41,4/17/2019 0:00,341339.67,56889.95,4/17/2019 0:00,7,134,Disponible
135,197723.09,452872.32,10/1/2019 0:00,431342.23,674023.88,11/19/2018 0:00,212516.64,182405.94,10/2/2019 0:00,226436.16,135861.70,10/2/2019 0:00,215671.12,86268.45,10/2/2019 0:00,127509.98,21251.66,10/2/2019 0:00,8,135,Disponible
136,101914.04,885599.58,1/8/2019 0:00,954332.22,571447.87,7/17/2019 0:00,38004.13,816885.92,12/13/2018 0:00,442799.79,265679.87,12/13/2018 0:00,477166.11,190866.44,12/13/2018 0:00,22802.48,3800.41,12/13/2018 0:00,9,136,Disponible
137,325760.09,484301.33,2/1/2019 0:00,900906.42,541385.87,4/2/2019 0:00,556926.14,278013.65,5/13/2019 0:00,242150.67,145290.40,5/13/2019 0:00,450453.21,180181.28,5/13/2019 0:00,334155.68,55692.61,5/13/2019 0:00,12,137,Disponible
138,390150.43,362188.75,3/19/2019 0:00,698793.73,922424.78,4/9/2019 0:00,641842.96,684494.21,5/17/2019 0:00,181094.38,108656.63,5/17/2019 0:00,349396.87,139758.75,5/17/2019 0:00,385105.78,64184.30,5/17/2019 0:00,11,138,Disponible
139,972631.12,634455.21,7/8/2019 0:00,405294.92,231232.68,8/18/2019 0:00,833771.10,124780.49,2/7/2019 0:00,317227.61,190336.56,2/7/2019 0:00,202647.46,81058.98,2/7/2019 0:00,500262.66,83377.11,2/7/2019 0:00,10,139,Disponible
140,100144.64,532759.93,9/6/2019 0:00,531614.01,464896.32,5/19/2019 0:00,61028.68,344484.90,11/21/2018 0:00,266379.97,159827.98,11/21/2018 0:00,265807.01,106322.80,11/21/2018 0:00,36617.21,6102.87,11/21/2018 0:00,11,140,Disponible
141,248548.96,502659.89,9/10/2019 0:00,210338.31,981710.74,10/7/2019 0:00,815792.58,200765.41,5/14/2019 0:00,251329.95,150797.97,5/14/2019 0:00,105169.16,42067.66,5/14/2019 0:00,489475.55,81579.26,5/14/2019 0:00,10,141,Disponible
142,767056.55,137071.99,11/5/2018 0:00,673824.13,270397.60,2/5/2019 0:00,28544.90,55473.39,1/4/2019 0:00,68536.00,41121.60,1/4/2019 0:00,336912.07,134764.83,1/4/2019 0:00,17126.94,2854.49,1/4/2019 0:00,1,142,Disponible
143,752876.90,983536.64,11/10/2018 0:00,387730.62,722719.79,7/29/2019 0:00,515615.71,336214.19,4/6/2019 0:00,491768.32,295060.99,4/6/2019 0:00,193865.31,77546.12,4/6/2019 0:00,309369.43,51561.57,4/6/2019 0:00,12,143,Disponible
144,854725.53,775227.83,6/28/2019 0:00,895078.26,149219.09,10/26/2018 0:00,496910.82,714683.79,2/9/2019 0:00,387613.92,232568.35,2/9/2019 0:00,447539.13,179015.65,2/9/2019 0:00,298146.49,49691.08,2/9/2019 0:00,2,144,Disponible
145,312158.08,865805.48,6/4/2019 0:00,355365.78,691997.71,11/18/2018 0:00,213236.89,115997.08,5/5/2019 0:00,432902.74,259741.64,5/5/2019 0:00,177682.89,71073.16,5/5/2019 0:00,127942.13,21323.69,5/5/2019 0:00,6,145,Disponible
146,339512.52,700216.95,8/1/2019 0:00,737625.50,194561.85,11/1/2018 0:00,541965.87,932162.45,11/9/2018 0:00,350108.48,210065.09,11/9/2018 0:00,368812.75,147525.10,11/9/2018 0:00,325179.52,54196.59,11/9/2018 0:00,1,146,Disponible
147,957161.59,60930.31,11/19/2018 0:00,598756.12,964811.66,2/5/2019 0:00,154591.86,892940.45,3/30/2019 0:00,30465.16,18279.09,3/30/2019 0:00,299378.06,119751.22,3/30/2019 0:00,92755.12,15459.19,3/30/2019 0:00,6,147,Disponible
148,966232.26,899524.41,4/13/2019 0:00,943335.29,47022.73,1/24/2019 0:00,279038.72,406035.67,8/18/2019 0:00,449762.21,269857.32,8/18/2019 0:00,471667.65,188667.06,8/18/2019 0:00,167423.23,27903.87,8/18/2019 0:00,2,148,Disponible
149,923238.74,257523.78,9/9/2019 0:00,750381.45,469036.74,10/8/2019 0:00,422203.69,949666.97,1/13/2019 0:00,128761.89,77257.13,1/13/2019 0:00,375190.73,150076.29,1/13/2019 0:00,253322.21,42220.37,1/13/2019 0:00,6,149,Disponible
150,792341.80,577828.63,12/19/2018 0:00,214795.08,968692.35,1/4/2019 0:00,75377.76,957576.04,10/17/2019 0:00,288914.32,173348.59,10/17/2019 0:00,107397.54,42959.02,10/17/2019 0:00,45226.66,7537.78,10/17/2019 0:00,11,150,Disponible
151,892147.74,859720.94,12/28/2018 0:00,289866.32,724231.04,10/3/2019 0:00,736719.20,211817.28,12/30/2018 0:00,429860.47,257916.28,12/30/2018 0:00,144933.16,57973.26,12/30/2018 0:00,442031.52,73671.92,12/30/2018 0:00,2,151,Disponible
152,286394.89,600660.81,9/22/2019 0:00,479687.73,611619.30,6/15/2019 0:00,508052.13,993009.35,12/7/2018 0:00,300330.41,180198.24,12/7/2018 0:00,239843.87,95937.55,12/7/2018 0:00,304831.28,50805.21,12/7/2018 0:00,6,152,Disponible
153,857052.86,198735.34,7/22/2019 0:00,730865.69,598411.30,11/25/2018 0:00,375538.78,138846.07,8/27/2019 0:00,99367.67,59620.60,8/27/2019 0:00,365432.85,146173.14,8/27/2019 0:00,225323.27,37553.88,8/27/2019 0:00,9,153,Disponible
154,82689.34,459474.38,6/10/2019 0:00,676390.09,115115.42,3/19/2019 0:00,383548.05,282647.38,7/30/2019 0:00,229737.19,137842.31,7/30/2019 0:00,338195.05,135278.02,7/30/2019 0:00,230128.83,38354.81,7/30/2019 0:00,1,154,Disponible
155,929117.10,397448.30,3/14/2019 0:00,77274.43,516967.17,9/12/2019 0:00,43276.00,934547.01,2/10/2019 0:00,198724.15,119234.49,2/10/2019 0:00,38637.22,15454.89,2/10/2019 0:00,25965.60,4327.60,2/10/2019 0:00,3,155,Disponible
156,333127.75,780006.99,2/21/2019 0:00,572761.11,748229.04,12/27/2018 0:00,269412.75,650489.55,12/21/2018 0:00,390003.50,234002.10,12/21/2018 0:00,286380.56,114552.22,12/21/2018 0:00,161647.65,26941.28,12/21/2018 0:00,4,156,Disponible
157,522622.19,657127.68,6/13/2019 0:00,258354.53,757556.95,10/28/2018 0:00,934263.93,900190.25,6/15/2019 0:00,328563.84,197138.30,6/15/2019 0:00,129177.27,51670.91,6/15/2019 0:00,560558.36,93426.39,6/15/2019 0:00,12,157,Disponible
158,68402.18,653122.33,10/3/2019 0:00,688994.54,147676.20,6/13/2019 0:00,150471.12,857800.70,12/18/2018 0:00,326561.17,195936.70,12/18/2018 0:00,344497.27,137798.91,12/18/2018 0:00,90282.67,15047.11,12/18/2018 0:00,4,158,Disponible
159,469452.35,944768.67,9/7/2019 0:00,815952.11,355422.42,4/5/2019 0:00,268956.60,663760.28,4/22/2019 0:00,472384.34,283430.60,4/22/2019 0:00,407976.06,163190.42,4/22/2019 0:00,161373.96,26895.66,4/22/2019 0:00,11,159,Disponible
160,544520.22,681342.03,9/1/2019 0:00,370682.40,299781.72,10/13/2019 0:00,922630.64,979527.60,2/10/2019 0:00,340671.02,204402.61,2/10/2019 0:00,185341.20,74136.48,2/10/2019 0:00,553578.38,92263.06,2/10/2019 0:00,4,160,Disponible
161,518500.17,690748.80,3/16/2019 0:00,839520.19,435128.38,3/24/2019 0:00,109808.37,640461.36,7/16/2019 0:00,345374.40,207224.64,7/16/2019 0:00,419760.10,167904.04,7/16/2019 0:00,65885.02,10980.84,7/16/2019 0:00,5,161,Disponible
162,925186.69,585162.47,5/24/2019 0:00,89405.59,225222.06,12/22/2018 0:00,670801.36,110637.06,7/6/2019 0:00,292581.24,175548.74,7/6/2019 0:00,44702.80,17881.12,7/6/2019 0:00,402480.82,67080.14,7/6/2019 0:00,10,162,Disponible
163,536667.78,518450.51,9/30/2019 0:00,40990.74,153006.01,7/10/2019 0:00,28834.21,614303.50,10/3/2019 0:00,259225.26,155535.15,10/3/2019 0:00,20495.37,8198.15,10/3/2019 0:00,17300.53,2883.42,10/3/2019 0:00,6,163,Disponible
164,776148.57,35432.50,12/1/2018 0:00,984035.00,849541.77,1/28/2019 0:00,631478.27,386109.29,11/27/2018 0:00,17716.25,10629.75,11/27/2018 0:00,492017.50,196807.00,11/27/2018 0:00,378886.96,63147.83,11/27/2018 0:00,4,164,Disponible
165,586108.87,418433.82,1/21/2019 0:00,93050.87,530357.83,11/14/2018 0:00,894742.38,900645.05,1/10/2019 0:00,209216.91,125530.15,1/10/2019 0:00,46525.44,18610.17,1/10/2019 0:00,536845.43,89474.24,1/10/2019 0:00,3,165,Disponible
166,110854.26,323154.80,12/1/2018 0:00,739051.58,981945.87,9/26/2019 0:00,901781.62,802697.71,8/11/2019 0:00,161577.40,96946.44,8/11/2019 0:00,369525.79,147810.32,8/11/2019 0:00,541068.97,90178.16,8/11/2019 0:00,10,166,Disponible
167,631142.44,240212.24,9/27/2019 0:00,543159.86,450119.50,1/1/2019 0:00,92730.82,318717.48,9/13/2019 0:00,120106.12,72063.67,9/13/2019 0:00,271579.93,108631.97,9/13/2019 0:00,55638.49,9273.08,9/13/2019 0:00,9,167,Disponible
168,894275.04,397313.38,11/2/2018 0:00,720299.92,148897.41,5/29/2019 0:00,462099.58,312318.55,4/14/2019 0:00,198656.69,119194.01,4/14/2019 0:00,360149.96,144059.98,4/14/2019 0:00,277259.75,46209.96,4/14/2019 0:00,3,168,Disponible
169,722698.37,463312.80,6/27/2019 0:00,923662.57,421993.18,7/28/2019 0:00,772173.12,990032.10,9/25/2019 0:00,231656.40,138993.84,9/25/2019 0:00,461831.29,184732.51,9/25/2019 0:00,463303.87,77217.31,9/25/2019 0:00,10,169,Disponible
170,888998.62,357995.73,11/2/2018 0:00,292794.44,567874.88,11/4/2018 0:00,911275.86,596128.50,7/1/2019 0:00,178997.87,107398.72,7/1/2019 0:00,146397.22,58558.89,7/1/2019 0:00,546765.52,91127.59,7/1/2019 0:00,1,170,Disponible
171,863143.83,479222.60,2/24/2019 0:00,370071.80,343104.96,1/26/2019 0:00,950548.61,807059.95,10/24/2018 0:00,239611.30,143766.78,10/24/2018 0:00,185035.90,74014.36,10/24/2018 0:00,570329.17,95054.86,10/24/2018 0:00,6,171,Disponible
172,982274.39,418393.95,2/27/2019 0:00,820959.69,57977.26,8/18/2019 0:00,554342.49,237344.42,2/20/2019 0:00,209196.98,125518.19,2/20/2019 0:00,410479.85,164191.94,2/20/2019 0:00,332605.49,55434.25,2/20/2019 0:00,5,172,Disponible
173,95973.78,922081.27,6/11/2019 0:00,439034.06,877421.99,11/18/2018 0:00,634698.75,413896.95,6/16/2019 0:00,461040.64,276624.38,6/16/2019 0:00,219517.03,87806.81,6/16/2019 0:00,380819.25,63469.88,6/16/2019 0:00,7,173,Disponible
174,353155.85,88558.91,12/22/2018 0:00,452659.82,170159.67,6/14/2019 0:00,265755.53,350588.48,1/28/2019 0:00,44279.46,26567.67,1/28/2019 0:00,226329.91,90531.96,1/28/2019 0:00,159453.32,26575.55,1/28/2019 0:00,11,174,Disponible
175,311608.64,902423.04,2/13/2019 0:00,792014.08,436000.49,4/13/2019 0:00,970800.85,188084.05,3/9/2019 0:00,451211.52,270726.91,3/9/2019 0:00,396007.04,158402.82,3/9/2019 0:00,582480.51,97080.09,3/9/2019 0:00,4,175,Disponible
176,694677.88,99476.30,5/3/2019 0:00,858889.24,879205.98,6/11/2019 0:00,531025.04,705643.17,12/24/2018 0:00,49738.15,29842.89,12/24/2018 0:00,429444.62,171777.85,12/24/2018 0:00,318615.02,53102.50,12/24/2018 0:00,12,176,Disponible
177,914055.89,975481.17,11/27/2018 0:00,965932.68,197194.64,2/4/2019 0:00,242877.86,153046.57,4/27/2019 0:00,487740.59,292644.35,4/27/2019 0:00,482966.34,193186.54,4/27/2019 0:00,145726.72,24287.79,4/27/2019 0:00,9,177,Disponible
178,780247.53,600217.59,5/26/2019 0:00,608481.32,487141.18,7/20/2019 0:00,588977.15,268058.16,11/27/2018 0:00,300108.80,180065.28,11/27/2018 0:00,304240.66,121696.26,11/27/2018 0:00,353386.29,58897.72,11/27/2018 0:00,9,178,Disponible
179,477929.86,308910.98,5/22/2019 0:00,176089.57,94792.25,11/16/2018 0:00,649723.65,608232.37,12/17/2018 0:00,154455.49,92673.29,12/17/2018 0:00,88044.79,35217.91,12/17/2018 0:00,389834.19,64972.37,12/17/2018 0:00,5,179,Disponible
180,446920.58,888573.64,9/14/2019 0:00,486340.93,276933.23,12/4/2018 0:00,842673.23,92662.00,7/5/2019 0:00,444286.82,266572.09,7/5/2019 0:00,243170.47,97268.19,7/5/2019 0:00,505603.94,84267.32,7/5/2019 0:00,5,180,Disponible
181,305494.13,146473.20,4/13/2019 0:00,350655.28,974900.59,11/25/2018 0:00,813494.67,294114.02,7/18/2019 0:00,73236.60,43941.96,7/18/2019 0:00,175327.64,70131.06,7/18/2019 0:00,488096.80,81349.47,7/18/2019 0:00,12,181,Disponible
182,633389.14,776078.89,3/13/2019 0:00,471060.71,815276.26,4/14/2019 0:00,798358.45,552409.17,1/29/2019 0:00,388039.45,232823.67,1/29/2019 0:00,235530.36,94212.14,1/29/2019 0:00,479015.07,79835.85,1/29/2019 0:00,11,182,Disponible
183,277311.73,453952.23,2/25/2019 0:00,234467.05,934370.62,3/23/2019 0:00,845738.76,884336.58,12/16/2018 0:00,226976.12,136185.67,12/16/2018 0:00,117233.53,46893.41,12/16/2018 0:00,507443.26,84573.88,12/16/2018 0:00,8,183,Disponible
184,716284.68,283088.70,5/2/2019 0:00,818147.20,291185.76,1/31/2019 0:00,116111.85,951077.46,4/20/2019 0:00,141544.35,84926.61,4/20/2019 0:00,409073.60,163629.44,4/20/2019 0:00,69667.11,11611.19,4/20/2019 0:00,7,184,Disponible
185,861314.27,736885.93,10/16/2019 0:00,461475.76,952759.55,2/27/2019 0:00,855896.22,874426.05,11/1/2018 0:00,368442.97,221065.78,11/1/2018 0:00,230737.88,92295.15,11/1/2018 0:00,513537.73,85589.62,11/1/2018 0:00,7,185,Disponible
186,67348.45,185047.12,7/1/2019 0:00,379898.53,432942.22,9/25/2019 0:00,990558.60,324498.21,4/3/2019 0:00,92523.56,55514.14,4/3/2019 0:00,189949.27,75979.71,4/3/2019 0:00,594335.16,99055.86,4/3/2019 0:00,4,186,Disponible
187,552163.43,912686.55,7/18/2019 0:00,992417.44,760399.78,7/26/2019 0:00,629252.02,36001.42,10/16/2019 0:00,456343.28,273805.97,10/16/2019 0:00,496208.72,198483.49,10/16/2019 0:00,377551.21,62925.20,10/16/2019 0:00,3,187,Disponible
188,419360.77,690706.36,4/7/2019 0:00,280519.04,540954.91,11/25/2018 0:00,439222.82,581350.57,7/6/2019 0:00,345353.18,207211.91,7/6/2019 0:00,140259.52,56103.81,7/6/2019 0:00,263533.69,43922.28,7/6/2019 0:00,1,188,Disponible
189,716891.52,651786.15,9/8/2019 0:00,109065.15,708754.38,11/20/2018 0:00,843422.86,563616.24,8/25/2019 0:00,325893.08,195535.85,8/25/2019 0:00,54532.58,21813.03,8/25/2019 0:00,506053.72,84342.29,8/25/2019 0:00,1,189,Disponible
190,123987.40,223801.00,1/2/2019 0:00,398945.33,158441.44,10/9/2019 0:00,730423.77,117110.80,7/2/2019 0:00,111900.50,67140.30,7/2/2019 0:00,199472.67,79789.07,7/2/2019 0:00,438254.26,73042.38,7/2/2019 0:00,1,190,Disponible
191,565980.75,200446.13,4/16/2019 0:00,59931.37,186933.58,11/20/2018 0:00,933175.44,802364.90,8/23/2019 0:00,100223.07,60133.84,8/23/2019 0:00,29965.69,11986.27,8/23/2019 0:00,559905.26,93317.54,8/23/2019 0:00,11,191,Disponible
192,71701.60,894708.74,12/18/2018 0:00,250958.95,902737.26,6/20/2019 0:00,317730.44,558105.21,2/23/2019 0:00,447354.37,268412.62,2/23/2019 0:00,125479.48,50191.79,2/23/2019 0:00,190638.26,31773.04,2/23/2019 0:00,2,192,Disponible
193,925298.72,161159.71,5/13/2019 0:00,181235.01,554205.81,8/1/2019 0:00,216510.46,59390.04,1/3/2019 0:00,80579.86,48347.91,1/3/2019 0:00,90617.51,36247.00,1/3/2019 0:00,129906.28,21651.05,1/3/2019 0:00,6,193,Disponible
